-0.0048443	0.064935
0.053287	0
0.096886	0.064935
0.11142	0.25974
0.11626	0.90909
0.13564	2.0779
0.14533	3.1169
0.15502	3.4416
0.15986	3.5714
0.17439	3.7662
0.20346	3.3117
0.22284	2.6623
0.24706	1.9481
0.27128	1.4286
0.29066	0.71429
0.32457	0.32468
0.36817	0.12987
0.41661	0
0.55709	0
0.91073	0
1.3952	0
